"kw.ep","kw.eBH","glm.ep","glm.eBH","taxon"
0.00112221909004458,0.00783344311683973,0.00232986238823719,0.00972282684769441,"Phaselicystis"
0.722636628913344,0.793121993272648,0.649014472751619,0.741310712331263,"Unclassified_Rhodanobacteraceae"
0.471654282544207,0.592516152279762,0.480882567321914,0.594336657376709,"Unclassified_Isosphaeraceae"
0.244214340642701,0.375958443866677,0.246629900839811,0.369694397140086,"Thermomonas"
0.389632962715566,0.519615940372148,0.398553106336936,0.527489388949729,"Unclassified_Acidobacteriaceae (Subgroup 1)"
0.195838553906823,0.317681501563445,0.229010438742848,0.351557644293334,"Hirschia"
0.679308653304465,0.762349656545017,0.654141640731722,0.745204433466134,"Unclassified_Ilumatobacteraceae"
0.44416953969646,0.56021880943812,0.486920466697315,0.600341198966022,"Chryseolinea"
0.166047481868855,0.299788710500509,0.320747081494443,0.462453828731832,"Pajaroellobacter"
0.647818971087559,0.730897261476307,0.6191796973084,0.710752479357624,"Pseudaminobacter"
0.58927040214829,0.684557360915519,0.564364464682696,0.668460017136738,"Unclassified_Devosiaceae"
0.314581477837142,0.434861981420294,0.282642142684926,0.399788562846122,"Veillonella"
0.122990359294729,0.223314771921292,0.128344539803009,0.227601343101063,"Desulfotomaculum"
0.188983891260952,0.299154054518434,0.208660601696019,0.318849008260577,"Unclassified_Micrococcaceae"
0.302226059852886,0.439158710545503,0.316233621298272,0.453987296907706,"Subgroup 10"
0.618803597899383,0.713167245536623,0.550304422810607,0.660890653202845,"Pseudorhodoplanes"
0.651131889853146,0.744398026639847,0.662704374257132,0.752010884242384,"Hymenobacter"
0.345868948958364,0.472143716870287,0.350571190728512,0.475856208795772,"JCM 18997"
0.0145884486630012,0.0519081401163423,0.0472202411152258,0.104232030113916,"Unclassified_Obscuribacteraceae"
0.227903518497324,0.354816862888142,0.242286215751318,0.364502306052063,"Chitinophaga"
