"Genus","Prevalence","Prevalence_samples","Mean_relative_abundance","Retained"
"Sedimentibacter",0.0212765957446809,1,1.65992139165596e-06,FALSE
"Synechocystis BDHKU-20401",0.0425531914893617,2,3.57941218913721e-06,FALSE
"Tepidimonas",0.0212765957446809,1,8.91427674907024e-06,FALSE
"Oceanirhabdus",0.0212765957446809,1,1.53457646303451e-06,FALSE
"Macellibacteroides",0.0212765957446809,1,1.53457646303451e-06,FALSE
"Stakelama",0.0425531914893617,2,5.48037682406176e-06,FALSE
"Methanosarcina",0.0212765957446809,1,2.39936349685156e-06,FALSE
"Amantichitinum",0.0212765957446809,1,2.15638259057454e-06,FALSE
"1921-3",0.0212765957446809,1,2.15638259057454e-06,FALSE
"Parachlamydia",0.0212765957446809,1,2.79220416596862e-06,FALSE
"Pseudenhygromyxa",0.0212765957446809,1,1.33075202926377e-06,FALSE
"DEV008",0.0425531914893617,2,3.84802207507179e-06,FALSE
"Campylobacter",0.0212765957446809,1,4.71602210871165e-06,FALSE
"Formivibrio",0.0212765957446809,1,2.62001228261758e-06,FALSE
"Aerosphaera",0.0212765957446809,1,2.18055995907525e-06,FALSE
"Unclassified_Nitriliruptoraceae",0.0425531914893617,2,4.10801071932311e-06,FALSE
"Rhodobaculum",0.0212765957446809,1,3.1555476736987e-06,FALSE
"Candidatus Bacilloplasma",0.0212765957446809,1,1.97741554161609e-06,FALSE
"Vampirovibrio",0.0212765957446809,1,1.97741554161609e-06,FALSE
"Unclassified_Chlamydiaceae",0.106382978723404,5,1.21567764077306e-05,FALSE
"Desulfatirhabdium",0.0212765957446809,1,1.97741554161609e-06,FALSE
"Greenland-10",0.0212765957446809,1,1.38326782637997e-06,FALSE
"Halococcus",0.0212765957446809,1,3.10199675531139e-06,FALSE
"Methanomassiliicoccus",0.0212765957446809,1,1.22766117042761e-06,FALSE
"Imperialibacter",0.0212765957446809,1,1.22766117042761e-06,FALSE
"AKYG587",0.0425531914893617,2,1.78096830097959e-06,FALSE
"Limnothrix",0.0212765957446809,1,1.22766117042761e-06,FALSE
"Tardiphaga",0.0212765957446809,1,1.92976243659524e-06,FALSE
"Alkanibacter",0.0425531914893617,2,4.5010934801022e-06,FALSE
"Unclassified_Bacteroidetes BD2-2",0.0212765957446809,1,1.72510607245963e-06,FALSE
"Unclassified_Promicromonosporaceae",0.0212765957446809,1,2.31028782720895e-06,FALSE
"Apibacter",0.0212765957446809,1,3.75430689393989e-06,FALSE
"Megasphaera",0.0212765957446809,1,1.06460162341102e-06,FALSE
"Lachnospiraceae UCG-001",0.0212765957446809,1,7.55386567187292e-07,FALSE
"Unclassified_Anaerovoracaceae",0.0212765957446809,1,2.09600982609406e-06,FALSE
"Ammoniibacillus",0.0212765957446809,1,1.7444479672602e-06,FALSE
"Unclassified_Bacteroidetes vadinHA17",0.0212765957446809,1,1.7444479672602e-06,FALSE
"Sporanaerobacter",0.0212765957446809,1,2.52443813895896e-06,FALSE
"Unclassified_Chitinibacteraceae",0.0425531914893617,2,4.26087784716763e-06,FALSE
"Unclassified_Phycisphaeraceae",0.0212765957446809,1,5.96693423394261e-06,FALSE
"Dehalobacter",0.0212765957446809,1,1.58193243329288e-06,FALSE
"Bifidobacterium",0.0212765957446809,1,1.58193243329288e-06,FALSE
"Victivallis",0.0212765957446809,1,1.10661426110398e-06,FALSE
"Unclassified_Paludibacteraceae",0.0212765957446809,1,1.10661426110398e-06,FALSE
"Microcoleus Es-Yyy1400",0.0212765957446809,1,1.10661426110398e-06,FALSE
"Unclassified_BBMC-4",0.0212765957446809,1,1.10661426110398e-06,FALSE
"Falsochrobactrum",0.0212765957446809,1,2.31462326902345e-06,FALSE
"Sporolactobacillus",0.0212765957446809,1,1.77006266464349e-06,FALSE
"WCHB1-32",0.0212765957446809,1,9.20745877820705e-07,FALSE
"Fodinibacter",0.0212765957446809,1,2.54585941424867e-06,FALSE
"Keratinibaculum",0.0212765957446809,1,1.91675286730256e-06,FALSE
"Niveitalea",0.0212765957446809,1,1.88795253435602e-06,FALSE
"Dorea",0.0212765957446809,1,1.67532249958117e-06,FALSE
"Tellurimicrobium",0.0212765957446809,1,1.67532249958117e-06,FALSE
"Desulfobulbus",0.0425531914893617,2,1.95607768969738e-06,FALSE
"Desulfobacca",0.0212765957446809,1,7.98451217558262e-07,FALSE
"C1-B045",0.0212765957446809,1,5.66539925390469e-07,FALSE
"Phormidium SAG 37.90",0.0212765957446809,1,1.73643970820867e-06,FALSE
"Shuttleworthia",0.0212765957446809,1,2.25038031427311e-06,FALSE
"Tannerella",0.0425531914893617,2,5.78353665090211e-06,FALSE
"Unclassified_Corynebacteriaceae",0.0638297872340425,3,7.47662036253062e-06,FALSE
"Haloferula",0.0212765957446809,1,1.18644932496966e-06,FALSE
"Anaerospora",0.0212765957446809,1,1.18644932496966e-06,FALSE
"KCM-B-112",0.0212765957446809,1,1.18644932496966e-06,FALSE
"Planosporangium",0.0212765957446809,1,1.42869456843661e-06,FALSE
"Vitreoscilla",0.0212765957446809,1,1.42869456843661e-06,FALSE
"Cephaloticoccus",0.0212765957446809,1,1.42869456843661e-06,FALSE
"Natronobacillus",0.0212765957446809,1,1.42869456843661e-06,FALSE
"Subsaxibacter",0.0212765957446809,1,8.29960695827981e-07,FALSE
"Unclassified_AKYG1722",0.0212765957446809,1,8.29960695827981e-07,FALSE
"Neo-b11",0.0212765957446809,1,6.36395051137524e-07,FALSE
"Unclassified_SB-5",0.0212765957446809,1,2.65239090937222e-06,FALSE
"Hyphomonas",0.0212765957446809,1,1.15514391360448e-06,FALSE
"Unclassified_Halomonadaceae",0.0212765957446809,1,1.54222932333146e-06,FALSE
"Sporocytophaga",0.0425531914893617,2,1.68992728384462e-06,FALSE
"Glycomyces",0.0212765957446809,1,5.53307130551988e-07,FALSE
"Lacibacterium",0.0212765957446809,1,5.53307130551988e-07,FALSE
